0,5,"@RonaldKoeman fuck you you cunt
",2
0,5,"@JD_RFC_TIGER @mmmhotbreakfast Neil was so annoyed with one woman complaining on Twitter he called her a twat!
",2
0,5,"RT @daylucy44: Want integrity do not pay attention to the Soro Whore Stein who sold her humanity for money! Green Party lies as mu… 
",6
0,5,"RT @stupidLiberal69: @SenSanders hey sellout, I think he's already doing that, unlike the cunt you supported, you know, the one that stole…
",6
0,5,"@rioferdy5 shut up you cunt
",2
0,5,"RT @Lexual__: Also, that whole lazy thing was a stereotype that warned of the idle negro wreaking havoc, embraced after slavery…… 
",3
0,1,"@girlruIes Dw you aren't a whore! People feel confident in other ways but why waste yourself on temporary confidence? You deserve better
",2
0,5,"You fucking cunt @WestHamUtd
",2
0,1,"@23offlove   Your cunt looks very pretty and sexy.
",2
0,5,"@TypcQueen  I'll call you glitter slut from now on
",2
0,5,"RT @vignatio: And forgetting that @PutinRF is a better friend to Christians than @islamabama is. Russia HELPED us chose wisely an… 
",6
0,5,"@radburn_kyle I said wagwan you fat cunt
",2
0,1,"RT @RaheemKassam: No, my parents were not illegal, murderous, truck-hoppers, you twat. They were LEGAL immigrants. Get the difference? http…
",3
0,5,"RT @theresamarbles: Didnt Fidel Castro's boy toy Che Guevara say ""The Negro is indolent and lazy, and spends his money on frivolities""? htt…
",3
0,1,"I love Chillin with Dyke bitches they dumb funny.
",4
0,5,"Good point. Fletcher you braindead cunt.
",5
0,5,"RT @fanfiction_txt: Dexter was busy working on another monkey experiment in his lab when his whore sister Deedee interrupted him
",2
0,5,"@ste_ste79 @glyn_bowen @MissKatiePrice she's not going to suck you off you twat !! Well actually she might #slag
",2
0,1,"RT @womensart1: Documentary artist of lesbian lives Joan E. Biren (aka JEB), Wrenchwomen, all-women auto repair shop, Washington, D… 
",4
0,5,"@AdammHaikall @DiyanaYazeera since 2 is better than 1, let's combine and wreck a cunt
",4
0,5,"RT @Unite4Women: Dana Rivers. White misogynist male murderer &amp; arsonist of biracial GNC lesbian couple and biracial son GETS HOUSED IN A WO…
",3
0,5,"@PrisonPlanet Trudeau should be named ""Truedumb"" Because he just went full retard.
",5
0,1,"RT @ItsIliRay: 👌🏽 I think the LGBTQ community could use a few more onscreen relationships that they can actually relate to!!! It's… 
",4
0,1,"RT @BnazF: us: could we get a proper lesbian romance with two main characters hets: you already have a side one ?? don't be so… 
",4
0,1,"RT @gl0skyy: happy birthday dildo ❤️ love you fag @ThreadgillDylan
",4
0,5,"This whore is back. @ashleyb2811
",2
0,5,".@mourinho leave my club you cunt and let me fuck your daughter
",2
0,5,"RT @cIits: treat her like a princess, fuck her like a slut
",2
0,1,"@Emily_is_glittr HAHAHA I HOPE THEY DO RUPTURE MY CHINK ASS IN HELL &lt;3
",4
0,5,"@introvertchink can you shut the fuck up you Native American whore
",3
0,5,"@dairekt @EqualRightsAdvo no, you're being a complete retard and acting like a bored middle aged housewife that wants to act like a cunt
",5
0,5,"@The2nd_JEH @BVBAlx IM DEADDDDDDDDDDD FUCK YOU NIGGER BACK TO THE SHACKLES
",3
0,5,"Like negro I know you getting your sleep in before work but damn. Smh lol
",3
0,5,"RT @bendethridge: Randolph is a huge improvement on that gimp Adrian
",5
0,5,"@jim_Rust @ChaosApathy Irrelevant? It implies you have no argument because you're a retard. By the same token, the implicit is lost on you
",5
0,5,"@bigbooty_aubs exactly, &amp; be so serious that's what blows my mind. Nigga brought a fag to come jump me b4 and still tried to speak 🤔😴
",7
0,5,"@Fucking_Grabner dude is a retard
",5
0,5,"@ZlsyhmNqb_ okayy jap 😂
",3
0,5,"RT @DoucheyBaggins: [3:45 a.m.]  Fuck sleep, let's recall the time we made out with that sexy tranny in front of our future ex-wife
",2
0,1,"RT @Kierabridget: there's a difference between 'slut shaming' and being disgusted at 12 year olds fucking
",2
0,1,"RT @camilacabello97: gay, lesbian, bisexual, transgender, straight, and anything in between- you are you. and you are not alone. we welcome…
",7
0,5,"RT @SikhProf: Man sees brown person. Calls him a ""sand nigger."" Yells""Fucking Muslim!"" Sucker punches him. America, 2016.… 
",3
0,1,"@ezlusztig Should find those GOPers throwing a fit about a Zales commercial with a lesbian couple and send them this. At least its not porn!
",4
0,1,"RT @50cent: life is short so we should have sex on the frist date.listen baby you are not a slut just sexually delinquent.
",4
0,5,"@1avadevine @switchposition No one takes that cock quite like that slut Ava
",2
0,5,"@ArsenalFanTV weird pirate retard
",5
0,1,"Its pretty simple to x out the vocab. For the simple reason that dyke/fag/nigger/retard etc hurts someone else. No validation needed 4 me
",7
0,1,"RT @chesswelch: why the fuck do girls slut shame each other all over social media? it's so embarrassing pls shut up
",2
0,5,"RT @JGlizzzy: @_DreStokesLA yup nigga got on mic said stop sneak dissing and them crip niggas start going crazy lol
",3
0,5,"@Azeemisokay aisha was Saudi's whore.. aisha was the biggest slut and used by turkish and Iranians
",3
0,5,"@JesseLingard you fucking sissy cunt #mufc
",4
0,5,"@PizzaEdits YES IT FUCKING IS U NIGGER PRICK IM THE KING OF THIS TOXIC BUSINESS  BOW BEFORE ME
",3
0,1,"the b in bayonetta stands for lesBian
",4
0,5,"RT @purojekutopyu: U kno girls love dick and feeling themselves when they ok with calling eachother ""lil hoe"" ""my slut""
",2
0,5,"I'm a dumb dyke
",4
0,1,"@ezlusztig please let's not slut shame. Trump offers enough to fear with his policies. These old photos are irrelevant.
",2
0,5,"RT @HotDirtyBIcoupl: Bend over and take all the throbbing hard cock ur pussy &amp; ass can handle u dirty whore @AnalProductions @pussy_gifs… 
",2
0,1,"RT @cjacobswiney: Don't live your life under labels. Your not ""fat"" ""ugly"" ""lesbian"" ""straight ""old"" just be yourself and live your life no…
",7
0,5,"@CNN More crime coming from a cucked sanctuary city. Shocker. #BuildTheWall #DefundSanctuaryCities #UncuckNM #DeportThem #MAGA
",3
0,1,"@kingbrysasaur I friend (a lesbian) watched that solely for the name and was so upset they weren't lesbians XD
",4
0,5,"Sack this Portuguese cunt @ManUtd
",3
0,5,"RT @jugglers: 25 years ago in Azusa Ca they had deportation sweeps &amp;They worked very well. about 4 or 5Buses 2Transport &amp; a small… 
",3
0,5,"@1avadevine Got me working every inch of this big nigger cock for your slutty ass
",7
0,5,"Fucking gimp lives to show off on twitter
",5
0,5,"@xmasape @MattMackowiak did vontaze say ""i prefer the whore that is your sister"" in italian #maybe
",2
0,5,"mom please wake up, dad’s with a slut and your son is smoking cannabis
",7
0,5,"RT @zackfox: me: we're all one, god's children, made from stardust, we can't let hatred and vio-- emboldened white supremacists:… 
",3
0,5,"and nooras a dyke
",4
0,5,"RT @SluttyBoyE: @_kayydeeee I'm on yo ass you been sucking dick since 14 giving niggas in peachtree ridge all types of wop nobody gone wife…
",4
0,1,"I'm a pinko homo nerd but the beard lets dippier gays know I'm a *stocky* pinko homo nerd (gays are super very woke when it comes to looks)
",4
0,5,"My mom was looking at my lipsticks and when I told her she could borrow one she said, ""No thanks I don't want to look like a whore.""
",2
0,5,"dear god, ur a cunt
",1
0,5,"Just ask a negro instead of the tmz sources
",3
0,5,"I was being a half of fag yesterday drinking mixes drinks
",4
0,5,"""Meanwhile the mysterious Jap leader issues orders to his henchmen!"" Why are you reading racist comics again? But it's Captain America!
",3
0,1,"anyone know any single lesbian pisces because according to my horoscopes that's who i'm made to be with
",4
0,1,"RT @Pornhub: Justin Bieber looks like a firefighting lesbian and I love it.
",4
0,5,"RT @Death2RapeGangs: Call me racist ,bitch ,whore, slut, bigot - still doesn't change the fact too many #MUSLIMS Rape &amp; Prostitute English…
",1
0,5,"I'M SUGOI NIGGER-SAMA
",3
0,5,"IT ALSO FUCKING SUCKS WHEN YOUR EX BEST FRIEND SAT THERE AND TOLD THE GUY THAT YOU LIKE THAT YOURE A FULL BLOWN LESBIAN AND HES LIKE WHAT
",4
0,5,"Hate my life crying again over a slut 😓
",2
0,5,"oh look.  the commie, elitist, anti-American douchebag is in town to play Miami.  #kaepernick  #kaeperDICK
",7
0,5,"@Coxx1e shut up retard
",5
0,5,"Stupid whore. Stop mocking me. Dumb whore.
",2
0,5,"I've got to be the most bi-polar cunt ever one minute I'm  sound the next I'm either ragin or greetin fs
",6
0,1,"'I want to be called a slut too sometimes. When I'm naughty' - @harryseaton 😂😭😭
",4
0,1,"RT @sheismyworld_x: my fave lesbian couple are together in 6 days omfg when did that happen @alyciaskristen @fIawlesssivan 😩😩😭
",4
0,1,"RT @behindyourback: I'm a nice girl who cooks, enjoys crossword puzzles and will have a delightful conversation with your mom, also my favo…
",2
0,5,"RT @CARTERmated: If you ain't my nigger then your girlfriend is single to me
",3
0,5,"RT @Crystal1Johnson: Principal in Pennsylvania admits white students were chanting:  Cotton Picker, You're a Nigger, Heil Hitler.… 
",3
0,1,"when you get laughed at at work because you haven't had sex 👌🏻👌🏻 sorry that i'm not a whore
",2
0,1,"A partridge in a pear tree is actually coded language for lesbian sex #FakeChristmasSongFacts @HashFakeFacts
",4
0,1,"Are the powerpuff girls lesbian?
",4
0,5,"I hope you die again in hell you faggy dyke
",4
0,1,"Majority guys I used to date before I realized I am a lesbian are slowly coming out as gay lately. What is this
",4
0,1,"what a woman wears does not declare they're a slut. a woman's clothes do not make them do those actions. drop the ignorance.
",2
